CHRISTLEIN_NB;ICDAR_CLAMM;OrigFileName;Script_type_ICDAR2017;DATE_ICDAR;FILENAME;SCRIPT_TYPE1;SCRIPT_TYPE10;SCRIPT_TYPE11;SCRIPT_TYPE12;SCRIPT_TYPE2;SCRIPT_TYPE3;SCRIPT_TYPE4;SCRIPT_TYPE5;SCRIPT_TYPE6;SCRIPT_TYPE7;SCRIPT_TYPE8;SCRIPT_TYPE9
11;Task_1_3;IRHT_P_006403.tif;1_Caroline;1;IRHT_P_006403;0.705015253652;0.00813516333663;0.0333837567791;0.092381653231;0.0937699328574;0.0189366460118;0.0191409623423;0.00315108658477;0.00725532094362;0.000367817123238;0.0142092657284;0.00425314140952
12;Task_1_3;IRHT_P_007636.tif;6_Hybrida;11;IRHT_P_007636;0.00303914048904;0.0815311617717;0.0283875136406;0.0176397512762;0.178286902616;0.00929518751474;0.00318496177268;0.0284410474129;0.545964499874;0.0016837447853;0.00712163778565;0.0954244510615
13;Task_1_3;IRHT_P_009403.tif;2_Cursiva;11;IRHT_P_009403;0.00182979231912;0.00219677221785;0.00354158522605;0.0829187168719;0.216901254811;0.0196649160487;0.000191918401969;0.0522139747451;0.0323460455386;0.0187003298637;0.473983882399;0.0955108115565
14;Task_1_3;IRHT_P_006428.tif;11_Textualis;10;IRHT_P_006428;0.00675627880014;0.303144893968;0.189495706716;0.000365143461496;0.0865481286127;0.00996811232965;0.00133547913067;0.000433138554316;0.0140540209067;0.00385233162911;0.0136921017721;0.370354664119
15;Task_1_3;IRHT_P_005082.tif;1_Caroline;2;IRHT_P_005082;0.674061817717;0.000555033768378;0.0289467446445;0.0019578948129;0.132207508052;0.00413315250097;0.00677298570312;0.00131148299206;0.0135476499564;0.110649396329;0.0080951987836;0.0177611347401
16;Task_1_3;IRHT_P_009029.tif;11_Textualis;7;IRHT_P_009029;1.88990535173e-05;0.132094761168;0.676003154462;0.00879334822393;0.122448757238;0.0103312688177;0.00911821422822;0.00130563131232;0.00447505220233;0.0291062125328;0.00162731389534;0.00467738686607
17;Task_1_3;IRHT_P_004913.tif;11_Textualis;6;IRHT_P_004913;0.0155371888457;0.475902785507;0.00604220208668;8.08474765167e-05;0.00104651182629;0.0192333392199;0.00178505136703;5.99761033744e-05;0.00536591163225;0.00296349032827;0.0933641056045;0.378618590002
18;Task_1_3;IRHT_P_009105.tif;2_Cursiva;11;IRHT_P_009105;0.00408481238226;0.138685768293;0.0454594445337;0.00030043809599;0.678982232161;0.00216990654064;0.0529549532912;0.000496197396078;0.00457183177344;0.0201130350435;0.0334636186229;0.0187177618667
19;Task_1_3;IRHT_P_006861.tif;2_Cursiva;8;IRHT_P_006861;0.00389589434642;0.00247058266816;0.0995563447206;0.00235317510794;0.689530755554;0.0518901065781;0.00676331955052;0.0101512852309;0.0013934638587;0.0182590192382;0.107544792495;0.00619126065197
20;Task_1_3;IRHT_P_006273.tif;11_Textualis;8;IRHT_P_006273;0.00451263423046;0.377334822948;0.541008333942;0.000206343801859;0.0180015248587;0.0202814318738;0.0187268470055;0.000103735588995;0.00118061322867;0.00129036405036;0.0135349133124;0.00381843515926
21;Task_1_3;IRHT_P_007618.tif;2_Cursiva;8;IRHT_P_007618;0.000579119294508;0.00240148803869;0.0024089212357;0.0261480088679;0.579772116446;0.0710559942461;0.00218447143966;0.215885599516;0.0389478949239;0.00143519026748;0.0424406465772;0.0167405491463
22;Task_1_3;IRHT_P_003673.tif;9_Semitextualis;6;IRHT_P_003673;0.00137449154075;0.344643382585;0.163363387878;0.00126171836022;0.0489360061041;0.00845591600846;0.00938537851432;0.000316541360549;0.0216058285536;0.020693447081;0.00361352044597;0.376350381568
23;Task_1_3;IRHT_P_006422.tif;8_Semihybrida;10;IRHT_P_006422;0.0130222836998;0.0102051011608;0.102183603386;0.0783101505577;0.339117335526;0.00813729511696;0.000117772042464;0.00261061447741;0.0155455426742;0.00967969330736;0.0288543324434;0.392216275608
24;Task_1_3;IRHT_P_006080.tif;1_Caroline;2;IRHT_P_006080;0.564001222813;0.00567664394394;0.121987591025;0.00160550583334;0.000810255114665;0.000799472292262;0.187880389498;7.93900733633e-05;0.0404164215903;0.03663747893;0.0372111984446;0.00289443044128
25;Task_1_3;IRHT_P_007944.tif;8_Semihybrida;10;IRHT_P_007944;3.88126339209e-05;0.000670129142267;0.162440915962;0.103243436148;0.281762795721;0.000835635985319;0.00600194892643;0.00115333311631;0.000531171867398;0.0113488844731;0.341720476098;0.0902524599264
26;Task_1_3;btv1b9076864s_f168_1.tif;3_Half_Uncial;1;btv1b9076864s_f168_1;0.00781691008511;0.0113291871425;0.0653705633221;0.450646245482;0.0423260814461;0.277683087266;0.07658842453;0.00338041255782;0.03522850521;0.000645234321061;0.00662628484656;0.0223590637909
27;Task_1_3;IRHT_P_007927.tif;1_Caroline;1;IRHT_P_007927;0.378169143461;0.000286364486399;0.00020365092939;0.291101644601;0.000513976975827;0.000539549984513;0.11475038744;0.0863683059946;0.0275534010041;0.0133778850684;0.0373720268052;0.0497636632499
28;Task_1_3;IRHT_P_007699.tif;8_Semihybrida;10;IRHT_P_007699;0.00218800545396;0.00426178089582;0.00950682548347;0.0103432422778;0.176730197194;0.00469778757162;0.00155224965638;0.167101559191;0.0107030921312;0.0256744793865;0.580557746659;0.00668303409849
29;Task_1_3;IRHT_P_005025.tif;1_Caroline;2;IRHT_P_005025;0.529461980373;0.00720791430631;0.0134827335881;0.0258624087132;0.0122543498299;0.0287029625845;0.000446702508028;0.00265490255643;0.026490274625;0.328719119608;0.00623341328624;0.0184832380206
30;Task_1_3;IRHT_P_000194.tif;6_Hybrida;10;IRHT_P_000194;0.00226951630488;0.00181825530507;0.000869944515114;0.0361999776371;0.138770243896;9.24231308883e-06;0.00166605291056;0.149102196638;0.38423981284;0.0142773899528;0.262769092209;0.0080082754787
31;Task_1_3;IRHT_P_007047.tif;2_Cursiva;10;IRHT_P_007047;0.0341366044611;0.00241250274813;0.016051187491;0.123530655158;0.0671543699271;0.00113473245272;0.00170741950026;0.0037971446196;0.00539466935499;0.00499633122308;0.730635189307;0.00904919375715
32;Task_1_3;IRHT_P_007048.tif;2_Cursiva;10;IRHT_P_007048;0.0108126921602;0.132976466216;0.00716982151742;0.0112040326996;0.33555787155;0.000262415072581;0.000401560335431;0.00123259898025;0.0119632720645;0.00119197336864;0.433969298505;0.0532579975304
33;Task_1_3;IRHT_P_008576.tif;1_Caroline;1;IRHT_P_008576;0.350774954797;0.000802586905896;0.0736714683324;0.000615861790104;0.0210655366058;0.279493779335;5.55688666127e-05;0.260468307987;0.000209093160383;0.0021123112746;0.0103465279902;0.000384002954679
34;Task_1_3;IRHT_P_008046.tif;2_Cursiva;7;IRHT_P_008046;3.30451871645e-05;0.0389446866313;0.111110575394;0.0118841095039;0.571432405721;0.00786563844547;0.00156224090612;0.0973194378824;0.000514646129493;0.00990549258049;0.0118997952569;0.137527926361
35;Task_1_3;IRHT_P_007549.tif;1_Caroline;2;IRHT_P_007549;0.548508530374;0.0273413076131;0.00827079852364;0.0350397006541;0.00351957387024;0.000371538032023;0.306028487436;0.0207333850544;0.000675319040454;0.00690178565635;0.0338093443152;0.00880022943017
36;Task_1_3;IRHT_P_005699.tif;11_Textualis;5;IRHT_P_005699;0.000484800172142;0.203369082296;0.23525412845;0.00100506909141;0.0112283661915;0.00702173486976;0.000599591032137;0.080761119682;0.0125914798803;0.040807134381;0.00636027930842;0.400517214646
37;Task_1_3;IRHT_P_007583.tif;11_Textualis;12;IRHT_P_007583;0.00424291044686;0.0511976264309;0.62424460306;0.00547564482294;0.0579594168526;0.00996083892175;0.0261330737996;0.000603823038241;0.000291704824263;0.00329935715835;0.210505187688;0.00608581295608
38;Task_1_3;IRHT_P_007881.tif;11_Textualis;6;IRHT_P_007881;0.00053504988801;0.0932679577906;0.396211808267;0.00119506185935;0.337279619022;0.0030106518322;0.0101056818994;0.00185590318011;0.000491045125681;0.00113226041878;0.00773770558955;0.147177255127
39;Task_1_3;IRHT_P_004292.tif;1_Caroline;2;IRHT_P_004292;0.0262888110032;0.0585143320246;0.000357675582247;1.47846801052e-05;0.0703891772809;0.0038022281242;0.0977695823134;0.00104553171964;0.00723598642059;0.707669214289;0.00942899185956;0.0174836847029
40;Task_1_3;IRHT_P_006297.tif;11_Textualis;4;IRHT_P_006297;0.0141423143101;0.0303571291622;0.120313237255;0.0728800458766;0.0353610032793;0.00340344429957;0.000256250447041;0.00681498243008;0.0667960195156;0.044807342446;0.0102225667158;0.594645664262
41;Task_1_3;IRHT_P_009012.tif;11_Textualis;9;IRHT_P_009012;0.01063350419;0.165177842084;0.643754642923;0.00630150311307;0.0158244699251;0.00431132541421;0.000144121961033;0.016160786211;0.121585012006;0.00725867907557;0.00800955156462;0.000838561532527
42;Task_1_3;IRHT_P_006051.tif;1_Caroline;2;IRHT_P_006051;0.396964850793;0.00672744331193;0.116919887517;0.0237534437827;0.0165673649213;0.00786416760658;0.291892716467;0.00545574359463;0.0160989582255;0.0553457774168;0.0586128665202;0.00379677984286
43;Task_1_3;IRHT_P_007575.tif;1_Caroline;1;IRHT_P_007575;0.448538631065;0.00456103360286;0.00322356338263;0.134991680418;0.00697167487901;0.000127398039671;0.148034216797;0.00453826177261;0.000934495813504;0.127976568822;0.008538723606;0.111563751803
44;Task_1_3;IRHT_P_006101.tif;7_Praegothica;3;IRHT_P_006101;0.0016538070703;0.0114221066357;0.00346448197225;0.131560266289;0.0419115171959;0.00351788646654;0.157387852826;0.0039915890295;0.0122152285132;0.617132608062;0.00808929472865;0.00765336121089
45;Task_1_3;IRHT_P_004749.tif;2_Cursiva;10;IRHT_P_004749;0.000317389771404;0.00199850465955;0.0136308118575;0.00724130789566;0.601264703259;0.0304656398193;8.35154158586e-05;0.000336272233998;0.144537287215;0.000832081732295;0.126868473591;0.0724240125501
46;Task_1_3;IRHT_P_008879.tif;6_Hybrida;12;IRHT_P_008879;0.000968233455612;0.0258455673252;0.0174891074455;0.00224128760068;0.0363441417783;0.0214231836375;0.271711563384;0.00536067504282;0.515014838727;0.000900211560973;0.0194861748934;0.083215015149
47;Task_1_3;IRHT_P_004067.tif;7_Praegothica;3;IRHT_P_004067;0.000285626783799;8.26697282239e-05;0.176327144158;0.00213232530703;0.000371180662424;0.0136709858161;0.0110432469094;0.000137207111709;0.0373173556635;0.623675400457;0.133042909846;0.00191394755689
48;Task_1_3;IRHT_P_004812.tif;1_Caroline;1;IRHT_P_004812;0.621117764801;0.00309277629453;0.0200217166621;0.00131449002138;0.000974590207566;0.179080906473;0.0368303600201;0.000458909653085;0.0304296227997;0.000378065751046;0.0347277997845;0.0715729975321
49;Task_1_3;IRHT_P_006824.tif;6_Hybrida;12;IRHT_P_006824;0.000189755098475;0.0109944176937;0.00927790818346;0.000324245618364;0.00320310120231;0.00105102638095;0.000284283262976;0.419121897506;0.403574474876;0.0079279005383;0.0224361173577;0.121614872281
50;Task_1_3;IRHT_P_008764.tif;6_Hybrida;9;IRHT_P_008764;0.00294308694211;0.000739664335741;0.000218407774104;0.102286371396;0.00368047096787;0.000122257563814;8.11418423397e-05;0.194321716093;0.320923826706;0.00381707711019;0.0499280854231;0.320937893846
51;Task_1_3;IRHT_P_003968.tif;7_Praegothica;3;IRHT_P_003968;0.0012908904943;0.000876660895419;0.0292390931181;0.124815131319;0.0230518879062;0.000259454146764;0.0162293600962;0.0529963950976;0.0215203941554;0.708498729661;0.0136025370748;0.00761946603535
52;Task_1_3;IRHT_P_009383.tif;2_Cursiva;10;IRHT_P_009383;0.0156447771765;0.000216686600121;0.0876624030005;0.00278199782766;0.485080779981;0.000900576942577;0.0370272994794;0.0432060551414;0.00810150423565;0.00154154658349;0.280520869351;0.0373155036806
53;Task_1_3;IRHT_P_004830.tif;2_Cursiva;13;IRHT_P_004830;0.0076454899252;0.000881683272212;0.0148645458677;0.000839084077266;0.404850498735;0.0295879749172;3.74852303709e-05;0.259865486232;0.0323555469999;0.0135512049608;0.163829011491;0.0716919882912
54;Task_1_3;IRHT_P_006957.tif;2_Cursiva;12;IRHT_P_006957;0.00108897843954;0.0730169198647;0.129091773104;0.00554897151123;0.0782770986966;0.01229246837;1.58335725849e-05;0.00352045895989;0.582559832801;0.00318572420806;0.0703878663133;0.0410140741594
55;Task_1_3;B490076101_MS0378_0090.tif;10_Textualis_meridionalis;6;B490076101_MS0378_0090;0.00610967970178;0.818754237116;0.0036324819451;0.0419384547763;0.0942501890593;0.0106833604153;4.44333260862e-05;0.00237976696315;0.00258538770342;0.00485305113754;0.0104478095251;0.00432114833125
56;Task_1_3;IRHT_P_006839.tif;7_Praegothica;3;IRHT_P_006839;0.0896227205681;0.0145893652393;0.0126959704826;0.0663652667011;0.0143468098868;0.0133263108809;0.00942419136447;0.116101203325;0.0157372667486;0.53437622785;0.0875466537518;0.0258680132015
57;Task_1_3;IRHT_P_004293.tif;1_Caroline;2;IRHT_P_004293;0.2878492563;0.00422048239449;0.00990526625283;0.000431276588642;0.00184318175232;0.178477022525;0.00118386169199;6.10520974911e-05;0.00717643306768;0.477052956072;0.0223866554429;0.00941255581464
58;Task_1_3;IRHT_P_003249.tif;8_Semihybrida;12;IRHT_P_003249;0.0016323991898;0.000309396508039;0.0142264066794;0.00177221805012;0.441427398759;0.00338821353549;0.00761410250514;0.00091393719591;0.440545578287;0.00688815859866;0.0680545501109;0.0132276405806
59;Task_1_3;IRHT_P_004837.tif;4_Humanistic;14;IRHT_P_004837;0.0393731887907;0.0299660376582;0.00579853403775;0.00529122925947;0.00247128398316;0.00187671896716;0.627115555195;0.262696282026;0.00479985979438;0.00918882351068;0.00621326841825;0.00520921835952
60;Task_1_3;IRHT_P_006537.tif;7_Praegothica;3;IRHT_P_006537;0.00155346288095;0.0186565935488;0.0070624271034;0.0132760598924;0.024717819776;0.00513664642628;0.0120658837471;0.000626395088562;0.0113672329047;0.845565460182;0.0174686424322;0.0425033760178
61;Task_1_3;B490076101_MS0378_0040.tif;10_Textualis_meridionalis;6;B490076101_MS0378_0040;0.00329921682807;0.650130366299;0.00131901278011;0.00415494857084;0.00214000646082;0.219779724595;0.000210560786581;2.06375737736e-05;0.00309858018303;0.000730721906875;0.0362862432561;0.0788299807596
62;Task_1_3;IRHT_P_009032.tif;11_Textualis;7;IRHT_P_009032;0.00652098443895;0.136895860294;0.710135335374;0.00166380300561;0.0720257035723;0.0041502070828;0.011596890762;0.00124807280951;0.0260509696083;0.0197712295768;0.0039600435733;0.00598089990266
63;Task_1_3;IRHT_P_003833.tif;7_Praegothica;3;IRHT_P_003833;0.00058932858989;0.00157492541504;0.0383475231206;5.16237697517e-05;0.0401967288999;0.0016940198474;0.0415471725263;0.00223702344034;0.00194674418859;0.865095778003;0.00388180029254;0.00283733190649
64;Task_1_3;IRHT_P_005656.tif;1_Caroline;2;IRHT_P_005656;0.682540820572;0.0657941606705;0.00080734469578;0.00264282488038;0.00397073653625;0.000474283445826;6.56319827627e-07;0.00264296922561;0.0360710421172;0.139322499376;0.0650214144605;0.000711247699815
65;Task_1_3;IRHT_P_006723.tif;11_Textualis;6;IRHT_P_006723;0.000455784596751;0.0722129180775;0.321520684979;0.0120672918099;0.00436460199848;0.123959184529;9.75727735638e-05;0.0107647352352;0.0449033774598;0.0397594153605;0.00215771753572;0.367736715644
66;Task_1_3;IRHT_P_002371.tif;2_Cursiva;13;IRHT_P_002371;0.00401220504174;0.00908344020469;0.00331906893304;0.000795353357711;0.279268560669;0.00847319822346;0.00861008952157;0.000358990166434;0.0179626302301;0.000197359846082;0.65161576695;0.0163033368561
67;Task_1_3;IRHT_P_004477.tif;2_Cursiva;9;IRHT_P_004477;0.0076899889629;0.000246103954541;0.0400743548404;0.000864483428885;0.728712343553;0.00330595293365;0.0139902220612;6.6587449707e-06;0.00145664607462;0.00578450926806;0.196542498351;0.0013262378268
68;Task_1_3;IRHT_P_005700.tif;11_Textualis;5;IRHT_P_005700;0.0729739809123;0.164882501608;0.0339222141557;0.0581303912504;0.000502544013982;0.00110465916791;0.000813921467886;0.00191780848669;0.00353425536522;0.117698130835;0.18417300463;0.360346588107
69;Task_1_3;M601415401_MS0300_0028.tif;4_Humanistic;12;M601415401_MS0300_0028;0.00151349140282;0.00139216323224;0.00108469447231;0.0419766386116;0.0865844156776;0.251482933552;0.442204166093;0.0227810461445;0.001374500854;0.000236843353037;0.0156287118;0.133740394807
70;Task_1_3;IRHT_P_004790.tif;11_Textualis;6;IRHT_P_004790;0.00156718402916;0.0766931074691;0.848236380147;0.00374439165613;0.0277882448324;0.00597985822903;0.00311846980055;0.000727054286334;0.0033149382879;0.000777098721537;0.00362448264811;0.0244287898924
71;Task_1_3;IRHT_P_006409.tif;11_Textualis;9;IRHT_P_006409;0.00315895080521;0.000169065640888;0.620172843231;0.00890443513677;0.174695730565;0.0263314221908;0.151175738301;0.000502249733754;0.0021403539797;0.0020986275834;0.00101369539635;0.00963688743652
72;Task_1_3;IRHT_P_007871.tif;7_Praegothica;3;IRHT_P_007871;0.00580037122897;0.0235063194872;0.0305198471148;0.0348298538826;0.0527829057807;0.0107596742985;0.0860266161144;0.0257554958745;0.00460340379565;0.707023081718;0.0156800340256;0.00271239667921
73;Task_1_3;IRHT_P_008957.tif;11_Textualis;9;IRHT_P_008957;0.000256580011689;0.170479216079;0.619394858962;0.00522279485574;0.0152364337477;0.0194165995638;0.00167937546748;0.0553208701606;0.0373549844888;0.00455908946787;0.00818264443241;0.0628965527626
74;Task_1_3;IRHT_P_007624.tif;2_Cursiva;9;IRHT_P_007624;0.000884069688274;0.0242860180092;0.00281288112522;0.00771568925303;0.697674560389;0.0344557136033;0.0223074621179;0.000822059589202;0.0303982167097;0.011528409321;0.0804304663139;0.0866844538805
75;Task_1_3;IRHT_P_008386.tif;9_Semitextualis;5;IRHT_P_008386;0.00353626120048;0.0230875295022;0.00336091414434;4.20612833674e-05;0.0217684503031;0.199212786727;0.00351227074099;0.000332863254594;0.00342510824709;0.00420005320292;0.145475046176;0.592046655219
76;Task_1_3;IRHT_P_009300.tif;2_Cursiva;8;IRHT_P_009300;0.0073395263295;0.00483889080621;0.0108252446891;0.00145321369563;0.456717620906;0.0233576988716;0.0786234561119;0.00958506267156;2.70374236308e-05;0.00124463670953;0.403060034585;0.00292757720101
77;Task_1_3;IRHT_P_004697.tif;1_Caroline;2;IRHT_P_004697;0.769168555907;0.000583287767974;0.0238150405549;0.000435224730494;0.0139763227065;0.0573035682961;0.00217095718663;0.000785232574642;0.000393647143646;0.00749730478277;0.019702654556;0.104168203793
78;Task_1_3;IRHT_P_006669.tif;2_Cursiva;8;IRHT_P_006669;0.00789551846683;0.0119416339194;0.0149208677565;0.036099355105;0.733797514615;0.00682251550874;0.000498809758029;0.0721438712601;0.000955895885247;0.00731678636034;0.0831885334011;0.0244186979638
79;Task_1_3;IRHT_P_008774.tif;6_Hybrida;11;IRHT_P_008774;0.0134518152043;0.0737393994303;0.00191948167201;0.00757300404811;0.0339625291209;0.0189813193662;0.00057654971392;0.290811787289;0.334603817526;0.00257896715177;0.0159487818698;0.205852547608
80;Task_1_3;IRHT_P_000535.tif;11_Textualis;10;IRHT_P_000535;0.00281227620588;0.00344671259523;0.69930639257;3.59228090562e-05;0.0242619400561;0.0318346312837;0.0611784108574;0.00454616644087;0.0651268376035;0.000169464472572;0.0283937309618;0.0788875141444
81;Task_1_3;IRHT_P_005594.tif;1_Caroline;2;IRHT_P_005594;0.7706496967;0.00155569504402;0.0544447222357;0.00246065495716;0.00123059553723;0.000278315946716;0.00414310854541;0.00611681499879;0.00977900835284;0.000767019807224;0.0832180593625;0.0653563085128
82;Task_1_3;315556101_MS0364_0052.tif;12_Uncial;1;315556101_MS0364_0052;0.00214785547222;0.0228718529951;0.00148696622519;0.725070684762;0.00664942883141;0.168533770159;0.000500070072859;0.00369558410101;0.0089688883714;0.0364553433244;0.0163324665933;0.007287089092
83;Task_1_3;IRHT_P_008292.tif;11_Textualis;5;IRHT_P_008292;0.00347748230745;0.00761222374066;0.377925006889;0.00126317080173;0.000697068140591;0.00371676156587;0.0101907685408;0.00206165868922;0.00455313553724;0.0309886335734;0.0966208629767;0.460893227238
84;Task_1_3;IRHT_P_009058.tif;11_Textualis;5;IRHT_P_009058;0.00125476874293;0.193968840641;0.505712756347;0.00163899038251;0.00354294637053;0.0285243262298;0.000468983903952;0.00788287123449;0.0172259073867;0.0214587584998;0.0100857655795;0.208235084681
85;Task_1_3;IRHT_P_005342.tif;1_Caroline;1;IRHT_P_005342;0.796145915787;0.00254164058796;0.0307495685408;0.00752409049046;0.0129034410431;0.0074194856708;0.054956766857;0.000996137367487;0.026758242847;0.000846458769324;0.0519656695202;0.0071925825191
86;Task_1_3;IRHT_P_004648.tif;11_Textualis;4;IRHT_P_004648;0.00885892734587;0.000711712813962;0.660270614434;0.00177846468989;0.00400488098922;0.000353648171301;0.000155877876555;0.0188089678053;0.00148626384787;0.156644326034;0.0719982655514;0.0749280504411
87;Task_1_3;IRHT_P_000379.tif;7_Praegothica;3;IRHT_P_000379;0.00119397299743;0.00023250036482;0.0280746960079;0.00511421121685;0.1045363387;0.00235677159346;1.16995550192e-05;0.00234758221198;0.0167643415742;0.793632496363;0.0172092883809;0.0285261010343
88;Task_1_3;btv1b9078168n_f83.tif;1_Caroline;1;btv1b9078168n_f83;0.649650716841;0.0120599715788;0.0108028753299;0.0986405582938;0.0710242775323;0.141068406669;0.00170643982043;0.00410539961911;0.00399333823365;0.00110477843254;0.00363808423419;0.002205153416
89;Task_1_3;IRHT_P_008090.tif;6_Hybrida;10;IRHT_P_008090;0.00443377877905;0.0163424340698;0.000102538911605;0.00104077924334;0.239700702051;0.00714278368292;0.000166103879022;0.0941859075668;0.318813350546;0.03302042216;0.229846833155;0.0552043659545
90;Task_1_3;IRHT_P_005728.tif;1_Caroline;2;IRHT_P_005728;0.764692049643;0.00139231463347;0.00713704803086;0.00250111772282;0.0153989005768;0.0152767911258;0.00855838613628;0.0537246433532;0.00788734448304;0.00342582179074;0.0473070479234;0.0726985345807
91;Task_1_3;IRHT_P_008842.tif;1_Caroline;1;IRHT_P_008842;0.560860372655;0.00149200248729;0.00126760421946;0.138786782191;0.00585602679103;0.00083278055204;0.203956171645;0.00104905282843;0.000646853672093;0.015684898864;0.0554641864703;0.014103267625
92;Task_1_3;IRHT_P_009298.tif;11_Textualis;6;IRHT_P_009298;0.000203907674349;0.0329087378008;0.667024271186;0.0135379480467;0.0106083392333;0.0110825811922;0.00255377718374;0.00121794551616;0.0525996369387;0.108266258287;0.0429631597917;0.0570334371497
93;Task_1_3;IRHT_P_005383.tif;9_Semitextualis;10;IRHT_P_005383;0.0270240897814;0.00377482651796;0.0444911154732;0.000166178282848;0.00951946183051;0.00656239441344;0.00955337608203;0.0189874367081;0.0787578333392;0.00561662024111;0.0474457411457;0.748100926184
94;Task_1_3;IRHT_P_003690.tif;2_Cursiva;12;IRHT_P_003690;5.99511678829e-05;0.00266711448051;0.0353784894151;0.0772947230264;0.248896304996;0.0100353331425;0.0124113735246;0.0044184483553;0.165770797884;0.131493273588;0.267230737708;0.0443434527116
95;Task_1_3;IRHT_P_007373.tif;6_Hybrida;8;IRHT_P_007373;0.000635808472853;0.00628594211113;0.115489492705;0.00159505803085;0.0247956609438;0.0384867692345;0.132785173074;0.00162504318063;0.521202051468;0.00771758131359;0.0805788101632;0.0688026093029
96;Task_1_3;IRHT_P_003940.tif;2_Cursiva;6;IRHT_P_003940;0.000201600154413;0.0026076705557;0.0215939899603;0.00011548906498;0.84378756112;0.00397687963229;0.00376535629447;0.000163429444465;0.073268278026;0.00556926822773;0.0400218682974;0.00492860922243
97;Task_1_3;IRHT_P_004757.tif;11_Textualis;6;IRHT_P_004757;0.0844663598152;0.0637892654418;0.416982939356;0.000134457593941;0.00155380400114;0.174179694823;0.119363289739;0.0129517301932;0.0533126070482;0.00750273732801;0.0138782580362;0.0518848566246
98;Task_1_3;IRHT_P_007008.tif;9_Semitextualis;9;IRHT_P_007008;0.0524845370603;0.010651956652;0.0199876748597;0.00361650268004;0.0124747320418;0.00216972983369;0.0232483193718;0.0133108137054;0.0464069845333;0.0173749284764;0.0148008465841;0.783472974201
99;Task_1_3;IRHT_P_008547.tif;11_Textualis;10;IRHT_P_008547;0.00124586787215;0.0716663841744;0.848884082872;0.000186569369889;0.0022218729543;0.0114973770061;0.00632596426589;0.00272412071048;0.0415129417443;0.000522263088665;0.0113126005861;0.00189995535609
