TENSMEYER_NB;ICDAR_CLAMM;OrigFileName;Script_type_ICDAR2017;DATE_ICDAR;FileName;D1;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;D12
229;Task_1_3;btv1b9072534c_f75.tif;10_Textualis_meridionalis;7;btv1b9072534c_f75.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
1078;Task_1_3;btv1b9072534c_f84.tif;10_Textualis_meridionalis;7;btv1b9072534c_f84.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
981;Task_1_3;btv1b9072534c_f91.tif;10_Textualis_meridionalis;7;btv1b9072534c_f91.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
571;Task_1_3;btv1b9076499m_f2.tif;3_Half_Uncial;1;btv1b9076499m_f2.tif;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1193;Task_1_3;btv1b90767290_f101.tif;3_Half_Uncial;1;btv1b90767290_f101.tif;0.04;0.0;0.93;0.01;0.0;0.0;0.02;0.0;0.0;0.0;0.0;0.0
1941;Task_1_3;btv1b90767290_f108.tif;3_Half_Uncial;1;btv1b90767290_f108.tif;0.0;0.0;0.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1614;Task_1_3;btv1b90767290_f109.tif;3_Half_Uncial;1;btv1b90767290_f109.tif;0.01;0.0;0.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1646;Task_1_3;btv1b90767290_f114.tif;3_Half_Uncial;1;btv1b90767290_f114.tif;0.01;0.0;0.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1182;Task_1_3;btv1b90767290_f121.tif;3_Half_Uncial;1;btv1b90767290_f121.tif;0.03;0.0;0.93;0.01;0.0;0.0;0.02;0.0;0.0;0.0;0.0;0.0
1607;Task_1_3;btv1b90767290_f128.tif;3_Half_Uncial;1;btv1b90767290_f128.tif;0.0;0.0;0.99;0.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1872;Task_1_3;btv1b90767290_f129.tif;3_Half_Uncial;1;btv1b90767290_f129.tif;0.0;0.0;0.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
207;Task_1_3;btv1b90767290_f132.tif;3_Half_Uncial;1;btv1b90767290_f132.tif;0.01;0.0;0.96;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
986;Task_1_3;btv1b90767290_f30.tif;3_Half_Uncial;1;btv1b90767290_f30.tif;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
661;Task_1_3;btv1b90767290_f34_1.tif;3_Half_Uncial;1;btv1b90767290_f34_1.tif;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1311;Task_1_3;btv1b90767290_f34_2.tif;3_Half_Uncial;1;btv1b90767290_f34_2.tif;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
452;Task_1_3;btv1b90767290_f34_3.tif;3_Half_Uncial;1;btv1b90767290_f34_3.tif;0.0;0.0;0.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01;0.0
1356;Task_1_3;btv1b90767290_f34_4.tif;3_Half_Uncial;1;btv1b90767290_f34_4.tif;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1853;Task_1_3;btv1b90767290_f40_1.tif;3_Half_Uncial;1;btv1b90767290_f40_1.tif;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
527;Task_1_3;btv1b90767290_f40_2.tif;3_Half_Uncial;1;btv1b90767290_f40_2.tif;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1624;Task_1_3;btv1b90767290_f46_1.tif;3_Half_Uncial;1;btv1b90767290_f46_1.tif;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1227;Task_1_3;btv1b90767290_f46_2.tif;3_Half_Uncial;1;btv1b90767290_f46_2.tif;0.0;0.0;0.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1114;Task_1_3;btv1b90767290_f51_1.tif;3_Half_Uncial;1;btv1b90767290_f51_1.tif;0.0;0.0;0.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
713;Task_1_3;btv1b90767290_f51_2.tif;3_Half_Uncial;1;btv1b90767290_f51_2.tif;0.01;0.0;0.98;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.01;0.0
683;Task_1_3;btv1b90767290_f55.tif;3_Half_Uncial;1;btv1b90767290_f55.tif;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1244;Task_1_3;btv1b90767290_f59_1.tif;3_Half_Uncial;1;btv1b90767290_f59_1.tif;0.01;0.0;0.97;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;Task_1_3;btv1b90767290_f59_2.tif;3_Half_Uncial;1;btv1b90767290_f59_2.tif;0.02;0.0;0.95;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
205;Task_1_3;btv1b90767290_f62.tif;3_Half_Uncial;1;btv1b90767290_f62.tif;0.0;0.0;0.98;0.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
336;Task_1_3;btv1b90767290_f70.tif;3_Half_Uncial;1;btv1b90767290_f70.tif;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1990;Task_1_3;btv1b90767290_f75.tif;3_Half_Uncial;1;btv1b90767290_f75.tif;0.0;0.0;0.99;0.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
830;Task_1_3;btv1b90767290_f80.tif;3_Half_Uncial;1;btv1b90767290_f80.tif;0.0;0.0;0.98;0.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1939;Task_1_3;btv1b90767290_f83.tif;3_Half_Uncial;1;btv1b90767290_f83.tif;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
148;Task_1_3;btv1b90767290_f89.tif;3_Half_Uncial;1;btv1b90767290_f89.tif;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1810;Task_1_3;btv1b90767290_f98.tif;3_Half_Uncial;1;btv1b90767290_f98.tif;0.01;0.0;0.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1611;Task_1_3;btv1b9076857n_f114_1.tif;12_Uncial;1;btv1b9076857n_f114_1.tif;0.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.91
1386;Task_1_3;btv1b9076857n_f114_2.tif;3_Half_Uncial;1;btv1b9076857n_f114_2.tif;0.92;0.0;0.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
149;Task_1_3;btv1b9076857n_f69.tif;12_Uncial;1;btv1b9076857n_f69.tif;0.25;0.0;0.01;0.0;0.0;0.0;0.01;0.01;0.0;0.0;0.0;0.73
1822;Task_1_3;btv1b9076857n_f9_1.tif;12_Uncial;1;btv1b9076857n_f9_1.tif;0.03;0.0;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.96
293;Task_1_3;btv1b9076857n_f9_2.tif;12_Uncial;1;btv1b9076857n_f9_2.tif;0.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.94
1014;Task_1_3;btv1b9076857n_f9_3.tif;12_Uncial;1;btv1b9076857n_f9_3.tif;0.05;0.0;0.03;0.0;0.0;0.0;0.02;0.0;0.0;0.01;0.0;0.87
1851;Task_1_3;btv1b9076857n_f9_4.tif;12_Uncial;1;btv1b9076857n_f9_4.tif;0.02;0.0;0.01;0.03;0.0;0.0;0.01;0.0;0.0;0.0;0.0;0.92
232;Task_1_3;btv1b9076864s_f128_1.tif;3_Half_Uncial;1;btv1b9076864s_f128_1.tif;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
784;Task_1_3;btv1b9076864s_f128_2.tif;3_Half_Uncial;1;btv1b9076864s_f128_2.tif;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
599;Task_1_3;btv1b9076864s_f138_1.tif;3_Half_Uncial;1;btv1b9076864s_f138_1.tif;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
